0 26.26 ms
1 26.24 ms
2 26.25 ms
3 26.18 ms
4 26.20 ms
5 20.29 ms
6 24.83 ms
7 26.22 ms
8 26.29 ms
9 26.23 ms
10 32.50 ms
11 16.25 ms
12 26.25 ms
13 26.24 ms
14 26.19 ms
15 26.29 ms
16 26.26 ms
17 27.15 ms
18 25.41 ms
19 27.52 ms
20 26.22 ms
21 26.09 ms
22 26.44 ms
23 26.17 ms
24 26.31 ms
25 26.06 ms
26 26.26 ms
27 26.34 ms
28 26.30 ms
29 26.25 ms
30 26.02 ms
31 26.47 ms
32 26.32 ms
33 26.23 ms
34 26.23 ms
35 26.25 ms
36 26.25 ms
37 26.23 ms
38 26.20 ms
39 26.26 ms
40 22.55 ms
41 26.24 ms
42 26.25 ms
43 26.25 ms
44 26.25 ms
45 26.23 ms
46 26.28 ms
47 26.25 ms
48 26.11 ms
49 26.36 ms
50 26.24 ms
51 26.25 ms
52 26.15 ms
53 26.34 ms
54 26.29 ms
55 26.24 ms
56 26.26 ms
57 26.22 ms
58 26.27 ms
59 26.25 ms
60 26.25 ms
61 26.12 ms
62 26.36 ms
63 26.24 ms
64 26.26 ms
65 26.25 ms
66 26.24 ms
67 26.62 ms
68 39.57 ms
69 26.25 ms
70 32.50 ms
71 26.25 ms
72 26.25 ms
73 26.27 ms
74 26.29 ms
75 26.22 ms
76 26.25 ms
77 26.23 ms
78 26.14 ms
79 26.35 ms
80 26.05 ms
81 28.93 ms
82 26.20 ms
83 26.30 ms
84 26.29 ms
85 26.21 ms
86 26.08 ms
87 18.88 ms
88 26.33 ms
89 26.28 ms
90 26.12 ms
91 26.24 ms
92 26.33 ms
93 26.36 ms
94 26.13 ms
95 26.45 ms
96 26.05 ms
97 26.45 ms
98 26.01 ms
99 26.40 ms
100 32.37 ms
101 16.34 ms
102 26.17 ms
103 26.45 ms
104 26.06 ms
105 26.39 ms
106 26.09 ms
107 26.40 ms
108 26.11 ms
109 26.20 ms
110 26.68 ms
111 25.90 ms
112 26.19 ms
113 26.18 ms
114 26.14 ms
115 28.75 ms
116 20.37 ms
117 25.89 ms
118 28.73 ms
119 28.94 ms
120 26.32 ms
121 26.23 ms
122 26.25 ms
123 26.20 ms
124 26.24 ms
125 26.25 ms
126 26.30 ms
127 26.19 ms
128 26.33 ms
129 26.29 ms
130 22.43 ms
131 26.33 ms
132 26.24 ms
133 26.24 ms
134 26.35 ms
135 26.11 ms
136 26.39 ms
137 25.98 ms
138 26.54 ms
139 26.24 ms
140 26.19 ms
141 26.31 ms
142 26.12 ms
143 26.47 ms
144 26.03 ms
145 26.25 ms
146 26.21 ms
147 26.29 ms
148 26.25 ms
149 26.18 ms
150 26.31 ms
151 26.25 ms
152 26.29 ms
153 26.12 ms
154 26.42 ms
155 26.23 ms
156 26.22 ms
157 26.31 ms
158 26.13 ms
159 26.31 ms
160 22.45 ms
161 26.30 ms
162 26.25 ms
163 26.27 ms
164 26.22 ms
165 19.95 ms
166 26.28 ms
167 26.25 ms
168 26.23 ms
169 26.25 ms
170 26.25 ms
171 26.35 ms
172 26.21 ms
173 26.29 ms
174 26.19 ms
175 26.31 ms
176 26.08 ms
177 26.44 ms
178 26.27 ms
179 26.21 ms
180 26.09 ms
181 26.31 ms
182 26.33 ms
183 26.07 ms
184 16.43 ms
185 26.27 ms
186 26.20 ms
187 26.25 ms
188 26.14 ms
189 26.31 ms
190 22.51 ms
191 26.23 ms
192 26.23 ms
193 26.32 ms
194 26.15 ms
195 26.33 ms
196 26.09 ms
197 26.45 ms
198 27.09 ms
199 25.30 ms
200 26.31 ms
201 26.26 ms
202 26.25 ms
203 26.18 ms
204 26.27 ms
205 26.29 ms
206 26.25 ms
207 26.19 ms
208 26.09 ms
209 26.47 ms
210 26.25 ms
211 26.27 ms
212 26.26 ms
213 26.20 ms
214 35.77 ms
215 25.32 ms
216 26.50 ms
217 26.22 ms
218 26.27 ms
219 26.26 ms
220 22.43 ms
221 26.24 ms
222 26.28 ms
223 26.01 ms
224 26.50 ms
225 26.22 ms
226 26.25 ms
227 26.26 ms
228 26.24 ms
229 26.25 ms
230 26.24 ms
231 26.23 ms
232 26.27 ms
233 26.23 ms
234 26.07 ms
235 20.21 ms
236 26.23 ms
237 26.17 ms
238 26.30 ms
239 26.27 ms
240 26.26 ms
241 26.24 ms
242 26.18 ms
243 26.33 ms
244 26.30 ms
245 26.19 ms
246 26.13 ms
247 26.39 ms
248 16.25 ms
249 26.22 ms
250 32.38 ms
251 26.39 ms
252 26.23 ms
253 26.36 ms
254 26.07 ms
255 26.38 ms
256 26.13 ms
257 26.50 ms
258 25.84 ms
259 29.12 ms
260 26.09 ms
261 26.23 ms
262 26.28 ms
263 31.51 ms
264 25.99 ms
265 26.14 ms
266 26.39 ms
267 26.35 ms
268 26.12 ms
269 26.24 ms
270 26.23 ms
271 26.38 ms
272 25.94 ms
273 26.34 ms
274 26.35 ms
275 26.36 ms
276 26.12 ms
277 26.25 ms
278 26.24 ms
279 26.31 ms
280 32.34 ms
281 16.38 ms
282 26.34 ms
283 26.12 ms
284 26.24 ms
285 26.25 ms
286 26.41 ms
287 26.12 ms
288 26.11 ms
289 26.38 ms
